account_id,acct_creation_date,statement_frequency,account_district,num_customers,credit_cards,loan_date,loan_amount,loan_payment,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,max_balance,min_balance,credit_bank_transfer_other_txn_ct,credit_bank_transfer_other_txn_tot,credit_bank_transfer_other_avg_txn,credit_cash_other_txn_ct,credit_cash_other_txn_tot,credit_cash_other_avg_txn,credit_other_interest_credit_txn_ct,credit_other_interest_credit_txn_tot,credit_other_interest_credit_avg_txn,debit_bank_transfer_household_payment_txn_ct,debit_bank_transfer_household_payment_txn_tot,debit_bank_transfer_household_payment_avg_txn,debit_cash_statement_charge_txn_ct,debit_cash_statement_charge_txn_tot,debit_cash_statement_charge_avg_txn,debit_cash_other_txn_ct,debit_cash_other_txn_tot,debit_cash_other_avg_txn,debit_bank_transfer_loan_payment_txn_ct,debit_bank_transfer_loan_payment_txn_tot,debit_bank_transfer_loan_payment_avg_txn,debit_bank_transfer_insurance_payment_txn_ct,debit_bank_transfer_insurance_payment_txn_tot,debit_bank_transfer_insurance_payment_avg_txn,debit_bank_transfer_other_txn_ct,debit_bank_transfer_other_txn_tot,debit_bank_transfer_other_avg_txn,credit_bank_transfer_pension_benefit_txn_ct,credit_bank_transfer_pension_benefit_txn_tot,credit_bank_transfer_pension_benefit_avg_txn,debit_credit_card_other_txn_ct,debit_credit_card_other_txn_tot,debit_credit_card_other_avg_txn,debit_cash_household_payment_txn_ct,debit_cash_household_payment_txn_tot,debit_cash_household_payment_avg_txn,debit_cash_negative_balance_charge_txn_ct,debit_cash_negative_balance_charge_txn_tot,debit_cash_negative_balance_charge_avg_txn,debit_cash_insurance_payment_txn_ct,debit_cash_insurance_payment_txn_tot,debit_cash_insurance_payment_avg_txn,pmt_order_ct,pmt_order_avg_amt,owner_client_id,gender,birth_date,owner_district
3670,1993-06-04,monthly,Plzen - jih,1,,,,,,,,5200,15,35580,400,0,0,0,1,400,400,67,5943,88.70149253731343,63,186543,2961,62,930,15,47,93100,1980.8510638297873,0,0,0,0,0,0,0,0,0,67,297614,4442,0,0,0,0,0,0,0,0,0,0,0,0,1,2961,4423,M,1918-05-24,Plzen - jih
3671,1997-09-17,monthly,Tabor,2,,,,,,,,5300,15,20839,1000,0,0,0,1,1000,1000,12,712,59.333333333333336,11,30547,2777,10,150,15,12,25730,2144.1666666666665,0,0,0,0,0,0,0,0,0,15,67470,4498,0,0,0,0,0,0,0,0,0,0,0,0,1,2777,4424,M,1933-05-06,Tabor
3672,1996-03-19,monthly,Plzen - mesto,1,,,,,,,,28100,15,99670,1100,0,0,0,35,712056,20344.457142857143,33,8664,262.54545454545456,28,66864,2388,28,420,15,39,418900,10741.02564102564,0,0,0,0,0,0,28,82796,2957,0,0,0,25,54400,2176,0,0,0,0,0,0,0,0,0,2,2672.5,4426,F,1969-09-13,Plzen - mesto
3673,1996-01-12,monthly,Sokolov,1,,,,,,,,7860,15,31855,1100,36,104724,2909,17,32800,1929.4117647058824,36,3906,108.5,31,60109,1939,31,465,15,42,65070,1549.2857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1939,4427,M,1940-11-03,Sokolov
3674,1993-03-12,monthly,Louny,1,,1994-09-10,23628,1969,12,expired,FALSE,64500,15,157161,1000,0,0,0,146,3497094,23952.698630136987,70,18057,257.95714285714286,64,608192,9503,64,960,15,214,2793814,13055.205607476635,12,23628,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5735.85,4428,M,1954-03-09,Louny
3675,1993-03-20,monthly,Zlin,2,,,,,,,,78600,15,126803,700,69,3457419,50107.52173913043,3,10100,3366.6666666666665,69,17239,249.84057971014494,64,500736,7824,64,960,15,165,2948606,17870.339393939394,0,0,0,0,0,0,0,0,0,0,0,0,1,1800,1800,0,0,0,0,0,0,0,0,0,1,7824,4429,M,1945-04-02,Zlin
3676,1996-06-08,monthly,Jihlava,1,,,,,,,,6200,15,25266,1100,0,0,0,1,1100,1100,27,1740,64.44444444444444,26,86294,3319,25,375,15,26,50160,1929.2307692307693,0,0,0,0,0,0,0,0,0,30,149370,4979,0,0,0,0,0,0,0,0,0,0,0,0,1,3319,4431,M,1930-09-30,Jihlava
3677,1995-10-04,monthly,Hl.m. Praha,1,,,,,,,,4400,15,20477,400,39,133575,3425,1,400,400,39,2196,56.30769230769231,34,77622,2283,34,510,15,39,43140,1106.1538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2283,4432,F,1964-03-14,Hl.m. Praha
3678,1993-03-24,monthly,Hl.m. Praha,1,,1995-02-05,316140,5269,60,current,TRUE,9500,4,39616,-15009,0,0,0,103,794681,7715.349514563107,55,2879,52.345454545454544,0,0,0,64,960,15,62,195060,3146.1290322580644,41,216029,5269,0,0,0,0,0,0,0,0,0,0,0,0,65,390100,6001.538461538462,24,1116,46.5,0,0,0,1,5269,4433,M,1968-02-22,Hl.m. Praha
3679,1995-08-15,monthly,Zlin,2,,1996-07-23,444864,9268,48,current,FALSE,16300,15,63172,800,0,0,0,70,846487,12092.671428571428,40,5608,140.2,35,135415,3869,35,525,15,55,223440,4062.5454545454545,29,268772,9268,0,0,0,35,180180,5148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6095,4434,M,1964-03-29,Zlin
3680,1996-02-16,monthly,Plzen - jih,1,,,,,,,,4800,15,33968,1000,0,0,0,1,1000,1000,30,2902,96.73333333333333,29,29870,1030,29,435,15,37,69040,1865.945945945946,0,0,0,0,0,0,29,71630,2470,34,197200,5800,0,0,0,0,0,0,0,0,0,0,0,0,2,1750,4436,M,1920-04-28,Plzen - jih
3681,1997-01-25,monthly,Karvina,2,,,,,,,,47040,15,77589,400,0,0,0,27,497350,18420.37037037037,23,4271,185.69565217391303,18,140346,7797,18,270,15,38,284820,7495.263157894737,0,0,0,0,0,0,0,0,0,0,0,0,1,3400,3400,0,0,0,0,0,0,0,0,0,1,7797,4437,F,1961-10-26,Karvina
3682,1993-06-07,monthly,Karvina,1,,,,,,,,26400,15,89720,200,0,0,0,116,489866,4222.982758620689,67,10645,158.88059701492537,62,171182,2761,62,930,15,62,242020,3903.548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2761,4439,M,1975-03-25,Karvina
3683,1993-08-13,monthly,Decin,2,,,,,,,,41440,15,99595,1000,0,0,0,65,1629107,25063.184615384616,64,15423,240.984375,60,186840,3114,59,885,15,125,1396440,11171.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3114,4440,M,1948-12-26,Decin
3684,1994-03-04,monthly,Cheb,1,,,,,,,,23900,15,37179,1100,0,0,0,1,1100,1100,58,5013,86.43103448275862,54,181710,3365,53,795,15,75,186120,2481.6,0,0,0,0,0,0,0,0,0,58,389180,6710,0,0,0,0,0,0,0,0,0,0,0,0,1,3365,4442,F,1921-04-29,Cheb
3686,1997-08-03,monthly,Vsetin,2,,,,,,,,2160,15,20059,1100,17,52394,3082,1,1100,1100,17,882,51.88235294117647,0,0,0,12,180,15,10,9420,942,0,0,0,0,0,0,13,26702,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2054,4444,M,1969-03-28,Vsetin
3687,1993-11-06,monthly,Novy Jicin,2,,,,,,,,18400,15,88719,900,0,0,0,69,826020,11971.304347826086,62,11357,183.17741935483872,58,296148,5106,57,855,15,89,459980,5168.314606741573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5106,4446,F,1950-10-11,Novy Jicin
3688,1993-11-10,monthly,Karvina,1,,,,,,,,24700,15,64955,1100,0,0,0,64,1036215,16190.859375,62,11156,179.93548387096774,0,0,0,57,855,15,126,1016800,8069.841269841269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3689,1995-11-29,monthly,Mlada Boleslav,1,,,,,,,,47300,2,141170,-1484,0,0,0,49,1188023,24245.367346938776,37,6571,177.59459459459458,0,0,0,29,435,15,79,1108653,14033.582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,4609.9,4449,M,1949-11-08,Mlada Boleslav
3691,1993-02-19,monthly,Svitavy,1,,,,,,,,10900,15,35880,400,0,0,0,1,400,400,67,6132,91.5223880597015,66,215622,3267,65,975,15,80,221540,2769.25,0,0,0,0,0,0,0,0,0,70,457800,6540,0,0,0,0,0,0,0,0,0,0,0,0,1,3267,4451,F,1927-10-19,Svitavy
3692,1997-04-21,monthly,Karvina,1,,,,,,,,3760,15,32026,500,0,0,0,1,500,500,16,1455,90.9375,16,52208,3263,15,225,15,14,19500,1392.857142857143,0,0,0,0,0,0,0,0,0,20,97900,4895,0,0,0,0,0,0,0,0,0,0,0,0,1,3263,4452,F,1924-06-08,Karvina
3693,1993-01-29,monthly,Trebic,2,,,,,,,,59900,15,123810,1000,0,0,0,91,1323925,14548.626373626374,71,16259,229,66,593472,8992,66,990,15,122,646280,5297.377049180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8992,4453,F,1976-05-29,Trebic
3694,1996-07-06,monthly,Karvina,1,,,,,,,,25600,15,72747,1100,0,0,0,32,408455,12764.21875,30,5608,186.93333333333334,26,116792,4492,25,375,15,62,240700,3882.2580645161293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4492,4455,M,1976-07-29,Karvina
3695,1997-04-02,monthly,Sokolov,1,,,,,,,,12700,15,49197,700,0,0,0,25,303914,12156.56,21,2526,120.28571428571429,17,137717,8101,16,240,15,36,146400,4066.6666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8101,4456,M,1936-10-23,Sokolov
3696,1996-06-22,monthly,Hl.m. Praha,1,,,,,,,,28300,15,83637,800,0,0,0,32,728185,22755.78125,30,5694,189.8,26,93106,3581,25,375,15,60,581900,9698.333333333334,0,0,0,0,0,0,0,0,0,0,0,0,3,6100,2033.3333333333333,0,0,0,0,0,0,0,0,0,2,2357,4457,M,1943-01-17,Hl.m. Praha
3697,1993-04-29,monthly,Jicin,1,,,,,,,,26560,15,73444,900,0,0,0,72,972564,13507.833333333334,68,8413,123.72058823529412,64,19200,300,63,945,15,101,532620,5273.465346534654,0,0,0,0,0,0,64,360448,5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2966,,,,
3698,1996-03-03,monthly,Hl.m. Praha,2,,,,,,,,5500,200,24399,900,0,0,0,20,48100,2405,29,2747,94.72413793103448,0,0,0,0,0,0,15,28500,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4459,F,1962-05-21,Hl.m. Praha
3699,1993-08-05,monthly,Svitavy,1,,,,,,,,49200,15,69373,600,0,0,0,68,1365362,20078.852941176472,65,9334,143.6,61,432185,7085,60,900,15,114,932020,8175.6140350877195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7085,,,,
3700,1997-06-03,monthly,Hl.m. Praha,1,,,,,,,,47840,15,75449,800,0,0,0,21,415238,19773.238095238095,19,3666,192.94736842105263,15,78450,5230,14,210,15,35,270000,7714.285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5230,4462,M,1977-09-13,Hl.m. Praha
3701,1993-10-06,monthly,Sumperk,1,,,,,,,,14350,15,59563,800,0,0,0,1,800,800,58,8057,138.91379310344828,58,164952,2844,57,855,15,70,178280,2546.8571428571427,0,0,0,0,0,0,0,0,0,62,383904,6192,0,0,0,0,0,0,0,0,0,0,0,0,1,2844,4463,M,1923-08-17,Sumperk
3702,1995-04-13,monthly,Blansko,1,,,,,,,,35200,15,89187,800,0,0,0,60,834376,13906.266666666666,44,8348,189.72727272727272,40,386000,9650,39,585,15,68,376300,5533.823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5034,4464,M,1964-11-19,Blansko
3703,1997-06-18,monthly,Ostrava - mesto,1,,,,,,,,2500,15,17088,400,18,54342,3019,1,400,400,14,758,54.142857142857146,0,0,0,13,195,15,14,14510,1036.4285714285713,0,0,0,0,0,0,28,28168,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1006,4465,M,1937-06-02,Ostrava - mesto
3704,1993-01-24,monthly,Prerov,1,,,,,,,,12050,15,49736,500,0,0,0,1,500,500,68,7551,111.04411764705883,67,204082,3046,66,990,15,96,203460,2119.375,0,0,0,0,0,0,0,0,0,71,443182,6242,0,0,0,0,0,0,0,0,0,0,0,0,1,3046,4466,F,1922-10-07,Prerov
3705,1997-10-24,monthly,Strakonice,2,,,,,,,,62200,15,143527,200,0,0,0,28,776522,27732.928571428572,14,3339,238.5,0,0,0,10,150,15,30,740734,24691.133333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4467,F,1944-11-17,Strakonice
3706,1996-04-04,monthly,Mlada Boleslav,1,,,,,,,,7200,15,43580,1000,0,0,0,53,290889,5488.471698113208,33,3728,112.96969696969697,29,124642,4298,28,420,15,43,135260,3145.5813953488373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4298,4469,F,1973-02-28,Mlada Boleslav
3708,1996-11-24,monthly,Zlin,1,,,,,,,,17500,15,71782,900,0,0,0,65,176156,2710.0923076923077,25,3683,147.32,0,0,0,23,345,15,35,136750,3907.1428571428573,0,0,0,0,0,0,0,0,0,0,0,0,6,10700,1783.3333333333333,0,0,0,0,0,0,0,0,0,,,4471,F,1975-06-11,Zlin
3709,1996-03-05,monthly,Ostrava - mesto,1,,,,,,,,13100,15,68960,500,0,0,0,43,445406,10358.279069767443,34,5940,174.7058823529412,30,167370,5579,29,435,15,32,125800,3931.25,0,0,0,30,7650,255,59,53256,902.6440677966102,0,0,0,23,44700,1943.4782608695652,0,0,0,0,0,0,0,0,0,4,1906.25,4472,M,1965-07-25,Ostrava - mesto
3710,1995-02-25,monthly,Hl.m. Praha,1,,,,,,,,15200,15,58751,600,0,0,0,53,594900,11224.528301886792,46,5464,118.78260869565217,42,194586,4633,41,615,15,73,376900,5163.013698630137,0,0,0,0,0,0,0,0,0,0,0,0,7,10600,1514.2857142857142,0,0,0,0,0,0,0,0,0,1,4633,4473,M,1944-12-27,Hl.m. Praha
3711,1997-05-08,monthly,Beroun,1,,1997-11-05,460980,7683,60,current,TRUE,36300,2,103750,-6280,0,0,0,18,381359,21186.61111111111,16,1485,92.8125,0,0,0,15,225,15,21,239850,11421.42857142857,9,69147,7683,0,0,0,0,0,0,0,0,0,0,0,0,12,75700,6308.333333333333,10,304,30.4,0,0,0,1,7683.2,4474,F,1964-12-09,Beroun
3712,1994-09-13,monthly,Beroun,1,,,,,,,,17400,15,33267,900,0,0,0,1,900,900,47,4003,85.17021276595744,47,117453,2499,46,690,15,55,177810,3232.909090909091,0,0,0,0,0,0,0,0,0,51,309774,6074,0,0,0,0,0,0,0,0,0,0,0,0,1,2499,4476,M,1927-01-13,Beroun
3715,1997-11-27,monthly,Ostrava - mesto,1,,,,,,,,2200,700,21000,900,0,0,0,7,23200,3314.285714285714,0,0,0,0,0,0,0,0,0,6,9900,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4480,M,1963-03-30,Ostrava - mesto
3716,1997-04-14,monthly,Hl.m. Praha,1,,,,,,,,4000,700,27700,200,0,0,0,12,38800,3233.3333333333335,0,0,0,0,0,0,0,0,0,8,20400,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4481,M,1975-06-16,Hl.m. Praha
3717,1994-05-20,monthly,Breclav,1,,,,,,,,15100,15,54663,400,55,934920,16998.545454545456,8,17600,2200,55,5625,102.27272727272727,50,536350,10727,50,750,15,69,393381,5701.173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6142.6,4482,M,1979-01-17,Breclav
3718,1994-04-16,monthly,Vyskov,1,,,,,,,,8100,15,44457,900,56,177016,3161,27,80200,2970.3703703703704,56,6278,112.10714285714286,52,109564,2107,51,765,15,93,112010,1204.4086021505377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2107,4483,F,1966-08-29,Vyskov
3719,1997-06-19,monthly,Litomerice,1,,,,,,,,19300,15,53669,200,0,0,0,20,254629,12731.45,18,2083,115.72222222222223,14,44758,3197,13,195,15,33,186600,5654.545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3197,4484,M,1955-04-11,Litomerice
3720,1993-07-30,monthly,Liberec,2,,,,,,,,10150,15,65002,800,0,0,0,1,800,800,62,9506,153.32258064516128,60,177420,2957,60,900,15,73,134710,1845.3424657534247,0,0,0,0,0,0,0,0,0,65,367705,5657,0,0,0,0,0,0,0,0,0,0,0,0,1,2957,4485,M,1919-07-20,Liberec
3721,1996-02-21,monthly,Domazlice,2,,,,,,,,7710,15,26244,500,34,115294,3391,1,500,500,30,2509,83.63333333333334,29,61712,2128,29,435,15,36,32390,899.7222222222222,0,0,0,0,0,0,30,3960,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1130,4487,M,1974-08-14,Domazlice
3722,1997-12-07,monthly,Sumperk,2,,,,,,,,21120,15,53553,1100,0,0,0,16,179784,11236.5,13,1735,133.46153846153845,8,64984,8123,8,120,15,18,89260,4958.888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8123,4489,M,1948-03-24,Sumperk
3723,1996-06-14,monthly,Benesov,1,,,,,,,,26100,15,105445,700,0,0,0,54,308181,5707.055555555556,31,6399,206.41935483870967,0,0,0,27,405,15,47,239050,5086.170212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4491,F,1977-07-13,Benesov
3724,1997-08-06,monthly,Jindrichuv Hradec,1,,,,,,,,22200,15,99789,400,0,0,0,13,169183,13014.076923076924,14,3698,264.14285714285717,0,0,0,6,90,15,20,140171,7008.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2597,4492,F,1965-09-08,Jindrichuv Hradec
3725,1995-06-11,monthly,Decin,1,,,,,,,,16900,15,88110,800,0,0,0,45,779585,17324.11111111111,42,8277,197.07142857142858,38,290396,7642,37,555,15,77,416120,5404.1558441558445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7642,4493,M,1947-10-05,Decin
3726,1996-07-14,monthly,Brno - mesto,1,,,,,,,,63900,15,115659,400,0,0,0,43,1048370,24380.697674418603,28,4534,161.92857142857142,26,176410,6785,26,390,15,49,742190,15146.734693877552,0,0,0,0,0,0,26,67288,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4686.5,4494,M,1952-11-09,Brno - mesto
3727,1996-01-19,monthly,Zdar nad Sazavou,1,,,,,,,,20480,15,82056,600,0,0,0,49,512848,10466.285714285714,35,7282,208.05714285714285,30,197940,6598,30,450,15,34,176300,5185.294117647059,0,0,0,30,30900,1030,30,25080,836,0,0,0,3,10800,3600,0,0,0,0,0,0,0,0,0,3,2821.3333333333335,4495,M,1979-04-11,Zdar nad Sazavou
3728,1994-08-18,monthly,Praha - vychod,2,,,,,,,,16100,15,48358,1000,52,633539,12183.442307692309,8,18200,2275,52,6336,121.84615384615384,0,0,0,47,705,15,86,627147,7292.406976744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4496,M,1971-02-19,Praha - vychod
3729,1995-04-14,monthly,Tachov,2,,,,,,,,6100,15,25418,300,0,0,0,1,300,300,40,2745,68.625,40,117640,2941,39,585,15,37,62890,1699.7297297297298,0,0,0,0,0,0,0,0,0,44,194128,4412,0,0,0,0,0,0,0,0,0,0,0,0,1,2941,4498,M,1931-12-28,Tachov
3730,1994-09-08,monthly,Pelhrimov,1,,,,,,,,13950,15,62980,800,0,0,0,1,800,800,52,7587,145.90384615384616,47,91368,1944,47,705,15,52,123350,2372.1153846153848,0,0,0,0,0,0,0,0,0,52,267904,5152,0,0,0,0,0,0,0,0,0,0,0,0,1,1944,4500,M,1924-08-12,Pelhrimov
3731,1996-05-20,monthly,Karvina,1,,,,,,,,2160,15,26063,1100,31,91822,2962,1,1100,1100,27,2171,80.4074074074074,0,0,0,26,390,15,28,18030,643.9285714285714,0,0,0,0,0,0,26,51324,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1974,4501,F,1947-03-18,Karvina
3732,1997-05-25,monthly,Tabor,2,,,,,,,,7000,15,37924,500,0,0,0,1,500,500,15,1652,110.13333333333334,15,25020,1668,14,210,15,22,39260,1784.5454545454545,0,0,0,0,0,0,0,0,0,19,88787,4673,0,0,0,0,0,0,0,0,0,0,0,0,1,1668,4502,M,1932-01-10,Tabor
3733,1996-07-22,monthly,Decin,2,,,,,,,,59600,15,128079,1000,0,0,0,49,1244862,25405.34693877551,27,5814,215.33333333333334,23,255829,11123,23,345,15,52,949956,18268.384615384617,0,0,0,0,0,0,0,0,0,0,0,0,7,19600,2800,0,0,0,0,0,0,0,0,0,1,11123,4504,F,1965-11-24,Decin
3734,1993-03-08,monthly,Hradec Kralove,1,,,,,,,,29100,0,37487,-12790,0,0,0,83,417258,5027.204819277108,64,5215,81.484375,0,0,0,61,915,15,120,426700,3555.8333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,324,27,0,0,0,,,,,,
3735,1995-04-27,monthly,Hl.m. Praha,1,,,,,,,,59200,15,141990,300,0,0,0,71,2013161,28354.38028169014,44,8464,192.36363636363637,34,214268,6302,38,570,15,86,1728985,20104.476744186046,0,0,0,0,0,0,36,42228,1173,0,0,0,9,20200,2244.4444444444443,0,0,0,0,0,0,0,0,0,2,3737.5,4507,M,1970-08-03,Hl.m. Praha
3736,1996-05-08,monthly,Brno - mesto,2,,,,,,,,14550,15,43395,1000,0,0,0,1,1000,1000,32,3667,114.59375,28,98000,3500,27,405,15,34,97620,2871.176470588235,0,0,0,0,0,0,0,0,0,32,222816,6963,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,4508,M,1921-11-14,Brno - mesto
3737,1995-03-01,monthly,Chomutov,1,,,,,,,,10100,15,44798,1100,0,0,0,1,1100,1100,46,5269,114.54347826086956,42,159810,3805,41,615,15,55,119250,2168.181818181818,0,0,0,0,0,0,42,1218,29,46,315192,6852,0,0,0,0,0,0,0,0,0,0,0,0,2,1917,4510,F,1938-12-28,Chomutov
3738,1993-08-01,monthly,Trutnov,1,,,,,,,,23000,15,73194,700,0,0,0,67,1434647,21412.641791044774,65,11778,181.2,60,345000,5750,60,900,15,101,1048580,10381.980198019803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5750,4511,F,1945-04-27,Trutnov
3739,1997-03-25,monthly,Hl.m. Praha,1,,,,,,,,22100,15,73466,600,0,0,0,23,430240,18706.08695652174,21,3491,166.23809523809524,0,0,0,16,240,15,31,386860,12479.354838709678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4512,M,1963-10-19,Hl.m. Praha
3741,1996-08-18,monthly,Znojmo,1,,,,,,,,6500,15,40926,800,0,0,0,37,216631,5854.891891891892,28,2971,106.10714285714286,24,101472,4228,23,345,15,39,96200,2466.6666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4228,4514,M,1940-12-25,Znojmo
3742,1997-05-11,monthly,Kromeriz,1,,,,,,,,11250,15,30768,1000,0,0,0,1,1000,1000,20,1558,77.9,16,47504,2969,15,225,15,10,25960,2596,0,0,0,0,0,0,0,0,0,20,89080,4454,0,0,0,0,0,0,0,0,0,0,0,0,1,2969,4515,F,1920-09-28,Kromeriz
3743,1996-03-22,monthly,Hl.m. Praha,1,,,,,,,,44500,15,71901,600,0,0,0,35,753940,21541.14285714286,33,4780,144.84848484848484,28,153384,5478,28,420,15,45,502100,11157.777777777777,0,0,0,28,21196,757,29,11310,390,0,0,0,4,7100,1775,0,0,0,0,0,0,0,0,0,4,1877.5,4516,F,1961-09-27,Hl.m. Praha
3745,1993-08-04,monthly,Kolin,1,,,,,,,,60800,15,154590,900,65,1851189,28479.830769230768,29,279000,9620.689655172413,65,16141,248.3230769230769,61,699609,11469,60,900,15,125,1316064,10528.512,0,0,0,0,0,0,61,51301,841,0,0,0,10,22900,2290,0,0,0,0,0,0,0,0,0,2,6155,,,,
3746,1996-06-04,monthly,Karvina,1,,,,,,,,33440,15,108608,1000,0,0,0,32,647853,20245.40625,31,9050,291.93548387096774,27,117531,4353,26,390,15,50,419860,8397.2,0,0,0,0,0,0,27,15012,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2080.6666666666665,4519,F,1951-10-31,Karvina
3747,1994-05-01,monthly,Hl.m. Praha,1,,1995-01-02,76380,6365,12,expired,FALSE,8700,15,41703,1100,0,0,0,86,645714,7508.302325581395,56,3764,67.21428571428571,52,124228,2389,51,765,15,60,258040,4300.666666666667,12,76380,6365,52,78000,1500,52,95004,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3020.25,4520,F,1957-06-28,Hl.m. Praha
3748,1993-07-10,monthly,Hl.m. Praha,1,,,,,,,,7800,15,22689,1000,65,207480,3192,1,1000,1000,61,4400,72.1311475409836,0,0,0,60,900,15,72,67420,936.3888888888889,0,0,0,0,0,0,121,127988,1057.7520661157025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1064,4521,M,1943-09-09,Hl.m. Praha
3749,1996-08-10,monthly,Frydek - Mistek,2,,,,,,,,31600,15,91968,800,0,0,0,30,718303,23943.433333333334,28,6951,248.25,24,93696,3904,23,345,15,32,545940,17060.625,0,0,0,0,0,0,0,0,0,0,0,0,9,24700,2744.4444444444443,0,0,0,0,0,0,0,0,0,1,3904,4522,F,1950-11-01,Frydek - Mistek
3750,1995-03-18,monthly,Vsetin,2,,,,,,,,22240,15,83435,1000,0,0,0,49,1005421,20518.79591836735,45,7827,173.93333333333334,41,318734,7774,40,600,15,91,633920,6966.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7774,4524,M,1957-07-14,Vsetin
3751,1993-09-15,monthly,Nymburk,1,,,,,,,,42400,15,66480,1100,0,0,0,66,1370682,20767.909090909092,63,9941,157.79365079365078,58,6380,110,58,870,15,111,1145500,10319.81981981982,0,0,0,0,0,0,58,176668,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1578,,,,
3752,1994-11-25,monthly,Hl.m. Praha,1,,1995-04-02,18564,1547,12,expired,FALSE,18100,15,93906,200,0,0,0,51,914896,17939.13725490196,49,10341,211.0408163265306,45,144810,3218,44,660,15,119,671920,5646.3865546218485,12,18564,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2382.5,4527,F,1963-02-04,Hl.m. Praha
